Date Run,Date/Time Run,Date Run,Date/Time Run,Date Run.1,Date/Time Run.1,Date Run.1.1,Date/Time Run.1.1,Date Run.1.1.1,Date/Time Run.1.1.1,Date Run.1.1.1.1,Date/Time Run.1.1.1.1,Date Run.1.1.1.1.1,Date/Time Run.1.1.1.1.1,Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,New Mexico,2020-08-08,22115.0,681.0,409.0,,1.85,,True,False,,,43006.0,2.06,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,New York -- New York,2020-08-08,224117.0,18949.0,35502.0,5286.0,29.3,30.44,False,True,121176.0,17366.0,2049418.0,24.27,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,NewYork,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,North Carolina,2020-08-08,134766.0,2160.0,23713.0,650.0,24.08,31.54,False,True,98496.0,2061.0,2179622.0,21.46,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,NorthDakota,2020-08-08,7508.0,112.0,,,,,False,False,,,,,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Ohio,,,,,,,,False,False,,,1438271.0,12.35,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Oklahoma,2020-08-08,43080.0,603.0,2946.672,37.989000000000004,6.84,6.3,False,False,33925.5,570.0159,287959.0,7.35,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Oregon,2020-08-07,20636.0,348.0,732.0,9.0,4.05,2.94,False,True,18060.0,306.0,77789.0,1.91,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Pennsylvania,2020-08-08,114755.0,7313.0,16204.0,1545.0,29.12,21.17,False,True,55648.0,7297.0,1423319.0,11.13,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Rhode Island,2020-07-03,16491.0,960.0,1592.0,48.0,12.29,6.14,False,False,12950.0,782.0,69254.0,6.55,Success!
